,Video_id,Video_Channel_title,Stats_Comment,Stats_Fav,Stats_Like,Stats_view
0,ambaCzFTyo8,Linus Tech Tips,2687,0,44929,1094121
1,Bc422iIvCcY,Linus Tech Tips,4064,0,58985,1459641
2,YznFvx5DFUw,Linus Tech Tips,2540,0,63145,1508343
3,wUVWuH9RDGQ,Linus Tech Tips,7703,0,117264,1764835
4,YGhfy3om9Ok,Linus Tech Tips,5324,0,79088,2151766
5,A6_UOejJ8Zk,Linus Tech Tips,3956,0,27613,1559241
6,i8mgIhq9j2U,Linus Tech Tips,390,0,35061,640144
7,rTpXBCy6WGY,Linus Tech Tips,5004,0,50009,1409564
8,IawfrWLDN4U,Linus Tech Tips,3656,0,74820,1705442
9,ESW3gXUo1QM,Linus Tech Tips,2930,0,62886,1530674
10,QOhLlvNlI20,Linus Tech Tips,5766,0,99375,2507738
11,E8RS6SZRk_4,Linus Tech Tips,8639,0,98120,3032120
12,jzzbFyGx3R4,Linus Tech Tips,2717,0,61319,1399363
13,boPRXV0VmEk,Linus Tech Tips,2133,0,19784,1016185
14,_62Z80rGZfA,Linus Tech Tips,2875,0,54790,1314671
15,Z4_qgKQadwI,Linus Tech Tips,7094,0,100929,2622968
16,M7Lr3ujt4Ro,Linus Tech Tips,1147,0,23659,920759
17,d8bZCve_ZKA,Linus Tech Tips,7703,0,128513,2920483
18,_9YNF8oWS5Q,Linus Tech Tips,2737,0,50719,1163998
19,rMUFSt7irnI,Linus Tech Tips,3150,0,72285,2299459
20,_FqH1rqQrQg,Linus Tech Tips,1804,0,17530,775936
21,Y2ZG9SrxNo8,Linus Tech Tips,940,0,43232,874230
22,MWMpe-SOsuI,Linus Tech Tips,3906,0,71731,1977463
23,Z07ZNsWGC80,Linus Tech Tips,8122,0,138583,2520981
24,e7fe_LXK93E,Linus Tech Tips,4246,0,47959,1317577
25,sMTs5bvAsGA,Linus Tech Tips,4324,0,53127,1278397
26,dN00ykh1kBo,Linus Tech Tips,3086,0,55188,1494006
27,gBCpP-HSxkI,Linus Tech Tips,1258,0,73753,1310928
28,oAsBiplfM9A,Linus Tech Tips,2782,0,62595,1481247
29,6x68X05ZLRE,Linus Tech Tips,2512,0,22959,1235321
30,h7mNA2L_6Z4,Linus Tech Tips,1559,0,52977,1477627
31,ykDuoq-MpHg,Linus Tech Tips,5610,0,74601,1966381
32,vt_m5VzmU_E,Linus Tech Tips,2273,0,61003,1569660
33,uJvCVw1yONQ,Linus Tech Tips,3113,0,68424,2063950
34,b-WFetQjifc,Linus Tech Tips,2652,0,55937,1479478
35,4y-qF7Ga_W0,Linus Tech Tips,5653,0,58644,1591805
36,AxAAJnp5yms,Linus Tech Tips,3124,0,31204,1789550
37,3krKy7whDz0,Linus Tech Tips,708,0,66803,1203701
38,n_ZAa_FEdz0,Linus Tech Tips,4339,0,100405,2586144
39,RYMnIGxxqU0,Linus Tech Tips,5684,0,64777,1567013
40,mWEE2RJj3YI,Linus Tech Tips,5092,0,76327,2255905
41,NXVeSJ1WAt0,Linus Tech Tips,6270,0,95715,1964854
42,eVf7NLBj0y0,Linus Tech Tips,3072,0,81705,2402764
43,UFytB3bb1P8,Linus Tech Tips,4333,0,71770,1657897
44,_aSFKdBm944,Linus Tech Tips,2154,0,19052,985346
45,jHw5FsWYgBY,Linus Tech Tips,901,0,35018,557290
46,Wwc9vy6BIII,Linus Tech Tips,4061,0,62714,1946992
47,IJaJ0pwdqUU,Linus Tech Tips,5802,0,80090,2292544
48,4ug_KYlnfws,Linus Tech Tips,1502,0,24085,1546248
49,jKF5GtBIxpM,Linus Tech Tips,5145,0,54730,1358164
0,j6kde-sXlKg,Linus Tech Tips,3151,0,71058,1821816
1,Paabqb7IxG4,Linus Tech Tips,3772,0,59436,1379519
2,KkmZGFEpd5c,Linus Tech Tips,2916,0,15298,850004
3,agQqI4rLwdk,Linus Tech Tips,832,0,78235,1254078
4,1CBQM2X8BZQ,Linus Tech Tips,3965,0,86687,2703981
5,N74UyI_dd0w,Linus Tech Tips,9406,0,99101,2839917
6,J2UaipfsR7Q,Linus Tech Tips,3744,0,92348,2720512
7,TzntUW34bv8,Linus Tech Tips,4845,0,91034,2449534
8,bTpKM43VhwA,Linus Tech Tips,3960,0,56525,1481826
9,FPe3TAKOT9Y,Linus Tech Tips,1532,0,112627,1703596
10,4GASGO0go5I,Linus Tech Tips,5555,0,129574,2271052
11,1dhGKw7ph3s,Linus Tech Tips,2770,0,19146,1417576
12,5WJak0Y7X80,Linus Tech Tips,9292,0,154326,4357913
13,nr4kmlTr9xw,Linus Tech Tips,5867,0,57696,1698163
14,jXzJ7FlqX6M,Linus Tech Tips,1131,0,50784,1501214
15,VrCPrVI5dCA,Linus Tech Tips,3742,0,70506,1967965
16,FPF7Z7TLdsk,Linus Tech Tips,2621,0,46522,1200821
17,c-J229FzKXk,Linus Tech Tips,2337,0,66396,2228780
18,B1lfVm7JMFk,Linus Tech Tips,3222,0,27536,856769
19,auObtDOftAI,Linus Tech Tips,1142,0,23503,706561
20,tj-tp_XDCqE,Linus Tech Tips,1384,0,122083,2074147
21,uSWRI2BMRJw,Linus Tech Tips,1087,0,27996,760640
22,dhxvXiwE8rY,Linus Tech Tips,7117,0,73785,1907441
23,aSxomAgD8s4,Linus Tech Tips,2745,0,51912,1474245
24,CTiRNnSg0jA,Linus Tech Tips,3760,0,57592,1780038
25,-PD0FZt9-VU,Linus Tech Tips,1550,0,35046,853839
26,k3LlyLx-2b8,Linus Tech Tips,2052,0,54195,1490164
27,MKTkE97rHdE,Linus Tech Tips,1952,0,18072,840267
28,IO3_ATgy52c,Linus Tech Tips,1948,0,49896,1396425
29,jKmmugnOEME,Linus Tech Tips,8478,0,93408,2934054
30,dA5W3T-f4Ig,Linus Tech Tips,1062,0,130306,2148672
31,0E44CQ-8ooI,Linus Tech Tips,4049,0,102636,1887012
32,_cLsK2YZwDU,Linus Tech Tips,3826,0,96333,2801632
33,Um0l6ZSxfTE,Linus Tech Tips,5393,0,109062,3797517
34,pdsy1F5dqTU,Linus Tech Tips,7477,0,132306,2734259
35,b6LnXwytBuA,Linus Tech Tips,2820,0,24711,1796516
36,JIfPIgwpJSg,Linus Tech Tips,4177,0,75637,1665625
37,b0vy1VzFbf8,Linus Tech Tips,3660,0,66424,1794864
38,_xh4k9fwgtc,Linus Tech Tips,2884,0,70856,1938574
39,0U1oNI1lHIM,Linus Tech Tips,4557,0,77693,2177215
40,jgzI-N_U2hs,Linus Tech Tips,3266,0,65052,1907801
41,GgK1o5ytXr8,Linus Tech Tips,5107,0,128081,3746000
42,TXsw_92Y2e0,Linus Tech Tips,2865,0,18532,928707
43,xu-0ByG0jJs,Linus Tech Tips,824,0,63490,1030095
44,kuTTAuUorsI,Linus Tech Tips,3037,0,75045,2135472
45,IYt8vjM0lq8,Linus Tech Tips,4768,0,86795,2098517
46,jGT37X3H_MA,Linus Tech Tips,2956,0,50305,1239075
47,PR-1tMih0fM,Linus Tech Tips,2644,0,43479,1204087
48,RRwDkyStFzY,Linus Tech Tips,3391,0,75285,1963840
49,VMXonRuD_zw,Linus Tech Tips,2605,0,63870,1307843
0,Wx-9FZmT_0g,Linus Tech Tips,3186,0,16139,725387
1,QFaejpKvghs,Linus Tech Tips,618,0,38085,643843
2,S0zpKHvEKXc,Linus Tech Tips,1801,0,44565,1297908
3,4TwfM3s2Wdw,Linus Tech Tips,4151,0,95934,2929370
4,1BLU-tnFOXk,Linus Tech Tips,3375,0,68153,1745764
5,TBJ-vo6Ri9c,Linus Tech Tips,5677,0,73118,2070109
6,-EhDlXx3okU,Linus Tech Tips,5125,0,102140,2067549
7,Qqu3B97qb4w,Linus Tech Tips,2264,0,46896,1318782
8,Qt4x6HQPoow,Linus Tech Tips,1540,0,15147,945484
9,pvEZELnbPoI,Linus Tech Tips,1105,0,48158,899755
10,qgK38sg1ws4,Linus Tech Tips,2205,0,62860,1595417
11,W8snwlE93aE,Linus Tech Tips,3565,0,71575,2267965
12,QoC8R3KHk8E,Linus Tech Tips,6257,0,91265,2697775
13,RFzirpvTiOo,Linus Tech Tips,2020,0,51904,1120599
14,f-dGcs6bb5U,Linus Tech Tips,3808,0,59310,1420125
15,OHKKcd3sx2c,Linus Tech Tips,13365,0,129343,3091779
16,Luz82RG5PqA,Linus Tech Tips,1975,0,19410,1061965
17,IvqrlgKuowE,Linus Tech Tips,3208,0,73923,1540155
18,C6aCCp-Umcw,Linus Tech Tips,2912,0,61287,1787139
19,xfv6xX0kLLY,Linus Tech Tips,1964,0,59358,1185412
20,tdhNpxyQLGo,Linus Tech Tips,4876,0,103738,3388592
21,2BhKx0iQ4K8,Linus Tech Tips,2473,0,64734,1695569
22,C0i4VhKB5fE,Linus Tech Tips,696,0,101771,2111858
23,kZOe7aaiqqE,Linus Tech Tips,2280,0,55829,1561333
24,zYpyS2HaZHM,Linus Tech Tips,2402,0,13853,511603
25,9_6MA0IACi0,Linus Tech Tips,1239,0,24952,791023
26,VDsfO2b6_Hc,Linus Tech Tips,4239,0,73361,2065745
27,0BHNeSQvhCQ,Linus Tech Tips,167,0,12582,303463
28,sF9MrFyEF5E,Linus Tech Tips,4709,0,74221,2330252
29,5nI0AI8k8cU,Linus Tech Tips,4162,0,78066,2037029
30,qixXsJBmyd8,Linus Tech Tips,4298,0,80445,2656388
31,papQ8xQxizA,Linus Tech Tips,4850,0,77196,2753766
32,WXp4g-KzdAI,Linus Tech Tips,1179,0,39848,997274
33,vKZXiQOO52I,Linus Tech Tips,1841,0,14135,739748
34,i8MVxsDL_FA,Linus Tech Tips,679,0,133357,2226836
35,k-6yc1dA--0,Linus Tech Tips,2618,0,53615,1462480
36,M0VddWcJDe8,Linus Tech Tips,5165,0,58344,1152065
37,0CunGt3cQXc,Linus Tech Tips,3641,0,35692,1055397
38,kfaHJwcG2mg,Linus Tech Tips,2365,0,65030,1912108
39,qMWAY8Cdsz0,Linus Tech Tips,10639,0,119383,2747426
40,uXu4TgKyth0,Linus Tech Tips,6415,0,69425,1730961
41,hNXgJlPzkCQ,Linus Tech Tips,1746,0,13134,591229
42,EdyAdPXhxIw,Linus Tech Tips,1771,0,228212,4180059
43,BeBDVQNqV0o,Linus Tech Tips,2193,0,51773,1435500
44,232opnNPGNo,Linus Tech Tips,1626,0,53037,1490621
45,_IzyJTcnPu8,Linus Tech Tips,3586,0,59362,1408143
46,PUTsE1q1bYI,Linus Tech Tips,3549,0,40453,1052044
47,xQMQW4sbXf8,Linus Tech Tips,1984,0,49848,1346918
48,mkfFvEeVC4w,Linus Tech Tips,5220,0,77761,2080722
49,CYoWAjUAI7A,Linus Tech Tips,1921,0,21245,893801
0,YSAismB8ju4,Linus Tech Tips,8403,0,105413,2766999
1,ieHv_bJ7mog,Linus Tech Tips,2030,0,40123,1029261
2,m8lsUvil_S8,Linus Tech Tips,4044,0,70455,1653835
3,Waabw_tp0LY,Linus Tech Tips,3809,0,96049,2548250
4,NMFQ3YvR3Eo,Linus Tech Tips,10092,0,116334,3417856
5,1y5jEK-72JQ,Linus Tech Tips,8284,0,98493,3284738
6,KEnd8OwRwbI,Linus Tech Tips,1505,0,14554,730059
7,CBfGIR0NqCE,Linus Tech Tips,3509,0,58228,3995553
8,GEKcLIQsjUc,Linus Tech Tips,743,0,64760,1095605
9,0rDex2Itb8o,Linus Tech Tips,4410,0,107191,3286183
10,yU4CFhtS95Q,Linus Tech Tips,3429,0,65658,1752705
11,VHByReaiJ4o,Linus Tech Tips,3650,0,106915,3580011
12,HFjJvWPwuJo,Linus Tech Tips,4320,0,65037,2349922
13,4YpRJtvFmP8,Linus Tech Tips,2145,0,63337,1784666
14,SqgSEgVph1U,Linus Tech Tips,2372,0,16427,751735
15,3zcCX7yyiz4,Linus Tech Tips,7087,0,71937,2251408
16,MDsJJRNXjYI,Linus Tech Tips,18739,0,114196,1895320
17,XR72qmzRzfQ,Linus Tech Tips,2609,0,76381,2083085
18,Yyu4elBIGbg,Linus Tech Tips,4548,0,72547,1602080
19,_-hsYsc8dCg,Linus Tech Tips,3292,0,87794,2865710
20,J8iy4qYONAc,Linus Tech Tips,1391,0,14993,688188
21,Os8kI80u5fM,Linus Tech Tips,639,0,67019,1830943
22,YLC9rZ2e0Ms,Linus Tech Tips,4759,0,105946,2982332
23,mD_ch49vDtw,Linus Tech Tips,3328,0,75769,1527371
24,3aPL6TvHqrc,Linus Tech Tips,2609,0,86243,2259531
25,THxkY59_xko,Linus Tech Tips,6328,0,81393,2303675
26,WVjtK71qqXU,Linus Tech Tips,2382,0,61483,1494293
27,blU_2wIMT4U,Linus Tech Tips,7318,0,123817,3992193
28,MozKrDoS1Dc,Linus Tech Tips,2889,0,73845,1910228
29,ltyntSIVsjA,Linus Tech Tips,4012,0,19828,1136433
30,65NaupIhxmc,Linus Tech Tips,2418,0,66992,2086999
31,nETQGtt024k,Linus Tech Tips,1970,0,30222,1827609
32,6T9d9LM1TwY,Linus Tech Tips,10086,0,117492,3280091
33,yayAQAC1XiE,Linus Tech Tips,1951,0,48011,1102062
34,foLPX4YTwHk,Linus Tech Tips,5111,0,68162,1386872
35,HZiaHEmE9PQ,Linus Tech Tips,5179,0,92869,2491257
36,7Fle55mZ_WQ,Linus Tech Tips,4642,0,106118,2699054
37,0kLX6ewqQ98,Linus Tech Tips,2077,0,17580,1245721
38,hIP2O0zC-DY,Linus Tech Tips,522,0,39919,778984
39,6iKiZymxDD8,Linus Tech Tips,3813,0,74595,1778715
40,w6GTf6ATlho,Linus Tech Tips,3617,0,68334,2414395
41,eAa41vVclGA,Linus Tech Tips,4056,0,79545,2085964
42,_vLq2PjmIx0,Linus Tech Tips,5521,0,90105,2619886
43,4V_pYA7Uq0U,Linus Tech Tips,3024,0,63684,1485126
44,8dEIy1YXJ4A,Linus Tech Tips,4188,0,85197,2291574
45,7YuiFlhe8j4,Linus Tech Tips,2112,0,18997,1035301
46,3CDOSj8fZA4,Linus Tech Tips,6099,0,94971,2838847
47,cQbp64JRkdA,Linus Tech Tips,1046,0,128857,2621823
48,tHNQOJ_nsLc,Linus Tech Tips,1219,0,73339,2146051
49,3RIp7CwkBeA,Linus Tech Tips,6564,0,67787,1862202
0,0Ueel1wXnZk,Linus Tech Tips,2188,0,70040,1802787
1,bxya-divayE,Linus Tech Tips,3051,0,59508,1648892
2,Oijav9jJjqM,Linus Tech Tips,4889,0,70725,2072243
3,QADCRdzqOH0,Linus Tech Tips,2561,0,26464,1816477
4,0bvZ70wgZVM,Linus Tech Tips,1352,0,92406,1561564
5,nFDBxBUfE74,Linus Tech Tips,3278,0,59817,1311774
6,AOdp09SYhCc,Linus Tech Tips,11303,0,172667,3653272
7,xTAzwKiQ7Ns,Linus Tech Tips,5964,0,100305,2748325
8,XKDSld-CrHU,Linus Tech Tips,3995,0,49289,1436123
9,zcchDu7KoYs,Linus Tech Tips,2276,0,59992,1634647
10,XbA6S0kdu2o,Linus Tech Tips,2005,0,43251,1199793
11,1ctXiZsN6ac,Linus Tech Tips,1541,0,18399,1071147
12,CY3OQh-7wIk,Linus Tech Tips,1906,0,36455,1891828
13,vh-jmvepDwA,Linus Tech Tips,8599,0,96481,2355798
14,qim2Y6v_4EI,Linus Tech Tips,737,0,96856,1593037
15,zy2a47e-Qao,Linus Tech Tips,2506,0,57990,1609755
16,HCXQzLbDrgs,Linus Tech Tips,6478,0,127196,3405166
17,t03rmc-prJo,Linus Tech Tips,8122,0,255463,5237764
18,9XozhdsYHDc,Linus Tech Tips,2614,0,57388,1516933
19,EUu0bnDNC-A,Linus Tech Tips,1669,0,15608,761618
20,1CX8xXwYTl4,Linus Tech Tips,1887,0,46956,1351187
21,NypT2CZdeiI,Linus Tech Tips,2576,0,48949,1313654
22,2K5Gqp1cEcM,Linus Tech Tips,12759,0,166709,3789183
23,c0hv8h2a4Tk,Linus Tech Tips,3678,0,80977,2031617
24,oVhFThazzog,Linus Tech Tips,3170,0,78019,2735390
25,DFSF-e_Uw9M,Linus Tech Tips,794,0,130782,2620125
26,CTIpNtHWVtQ,Linus Tech Tips,3501,0,58704,1767651
27,9s_MdievoS8,Linus Tech Tips,1940,0,16402,1001309
28,vfOk6nPUtIc,Linus Tech Tips,2453,0,58071,1710943
29,b3x28s61q3c,Linus Tech Tips,5037,0,102650,2969173
30,4mgePWWCAmA,Linus Tech Tips,3883,0,86913,2695245
31,nCTwsZjKwsM,Linus Tech Tips,2986,0,91886,2613262
32,WghfcJ_v_8M,Linus Tech Tips,3252,0,70814,1595370
33,AbBpmGX7K4w,Linus Tech Tips,2346,0,64242,1460644
34,CUb942pcIdQ,Linus Tech Tips,1905,0,18099,768366
35,bafzQBSktwk,Linus Tech Tips,2654,0,58772,1508056
36,pnv87pW6d-U,Linus Tech Tips,3495,0,67472,2081746
37,TjBH4bJr7SM,Linus Tech Tips,1218,0,110535,1872503
38,2Q0bLo5nSsU,Linus Tech Tips,2663,0,74321,2098706
39,CsoKWsZ-Tyw,Linus Tech Tips,6381,0,115111,3718465
40,4AnyhHl3_tE,Linus Tech Tips,16923,0,233048,6799159
41,RlPesrNpPNQ,Linus Tech Tips,1114,0,38733,869686
42,I1rCEL9uGwk,Linus Tech Tips,3836,0,17462,760325
43,wWltASCJO-U,Linus Tech Tips,5045,0,100738,2528416
44,tviXEaGS1tk,Linus Tech Tips,618,0,50196,1020373
45,J6Ga4wciA2k,Linus Tech Tips,4999,0,126734,5592157
46,xLs_Q4Ge7s4,Linus Tech Tips,5959,0,97106,2674732
47,YBUqBk17tAI,Linus Tech Tips,2144,0,62828,1609755
48,NteoTonrnP8,Linus Tech Tips,14955,0,113028,4058143
49,pQHmWqXRnJs,Linus Tech Tips,2566,0,65873,1767022
0,lbjWRvzL-o0,Linus Tech Tips,1700,0,14806,591810
1,4wSbetpgJHo,Linus Tech Tips,506,0,169328,2985288
2,pLC0FUnko-M,Linus Tech Tips,3091,0,67184,1807681
3,MuzwlZi7FP8,Linus Tech Tips,3357,0,47429,1182982
4,NY-gA_zA_os,Linus Tech Tips,2411,0,83877,2900188
5,SYc922ntnKM,Linus Tech Tips,6524,0,127953,3249731
6,NWsMzSe5gLw,Linus Tech Tips,3550,0,133980,2748822
7,H3lwNOb8iRE,Linus Tech Tips,2305,0,294666,4589766
8,C_-9Rw5CJNE,Linus Tech Tips,7870,0,71020,2188275
9,4NnXdK-Kncc,Linus Tech Tips,1149,0,16435,623646
10,L4AKeW0Y-F0,Linus Tech Tips,2259,0,57288,1316777
11,8o1iUy8x7Yw,Linus Tech Tips,1788,0,175175,2851550
12,OGOHA-t6j6M,Linus Tech Tips,2182,0,47199,1010625
13,MQkHnjGDY1Y,Linus Tech Tips,3421,0,62528,1397894
14,JXhT13oZchA,Linus Tech Tips,3440,0,91962,2648029
15,mWhqAVnTNJE,Linus Tech Tips,5295,0,149091,3359070
16,dU7Eo9S-6Mk,Linus Tech Tips,1934,0,227535,3342295
17,AREK4H8k7Ng,Linus Tech Tips,4054,0,90063,2549369
18,B_TzT0ONwmc,Linus Tech Tips,378,0,33219,645869
19,WiKmNbPLNh8,Linus Tech Tips,1258,0,16537,782332
20,mdYzVaC6HSQ,Linus Tech Tips,4009,0,85956,2083075
21,Xs2Ixa8Q7qs,Linus Tech Tips,2973,0,397746,5415294
22,45n5pnEyw9o,Linus Tech Tips,5479,0,98123,2109561
23,Jys2vEyUOTw,Linus Tech Tips,4484,0,78217,1620395
24,5-eFLcCDNo8,Linus Tech Tips,5846,0,54157,1095550
25,PeQX1uhb0iQ,Linus Tech Tips,4923,0,73186,1930215
26,L6Y8uBpt9VI,Linus Tech Tips,892,0,112139,2102200
27,jntxeZsuJ9s,Linus Tech Tips,736,0,36496,724648
28,Jx9OL_lm7kk,Linus Tech Tips,2310,0,71652,1734990
29,fDblFRwSZNc,Linus Tech Tips,1233,0,18710,703875
30,HcMhh7-0jqk,Linus Tech Tips,868,0,203598,4158797
31,QNakbNjdrjk,Linus Tech Tips,3532,0,74784,2106430
32,TFE9wfAfudE,Linus Tech Tips,9394,0,122285,3541632
33,h7oFd2s5bwM,Linus Tech Tips,6001,0,421739,8799176
34,Sb-rh8kj1CE,Linus Tech Tips,1069,0,20947,1011735
35,xj6GikPbhdQ,Linus Tech Tips,6072,0,90780,2142159
36,2n2K9Jg_0fs,Linus Tech Tips,2827,0,58051,1371680
37,Et5I9_eF1us,Linus Tech Tips,603,0,59577,1120845
38,T1ZnAwUg9CU,Linus Tech Tips,4465,0,65902,1647221
39,S1FHTrA89Ns,Linus Tech Tips,1878,0,344461,7034423
40,1-3x2a5I2Vs,Linus Tech Tips,1873,0,17701,692896
41,oIYvPNtWZ34,Linus Tech Tips,8161,0,145145,2299430
42,y5IqC6G974A,Linus Tech Tips,1822,0,82739,1466299
43,pyVZ05SO0Ic,Linus Tech Tips,2109,0,65187,1339776
44,fuiAJFf0EJI,Linus Tech Tips,4908,0,109615,2869945
45,0Hr8aqGp5mk,Linus Tech Tips,3761,0,117856,4328300
46,n_izpaZ0u5o,Linus Tech Tips,2482,0,62087,1718986
47,mdFnY74dVNE,Linus Tech Tips,2687,0,60896,1421938
48,hf5N2UVGp-8,Linus Tech Tips,1488,0,18274,801377
49,p0TGCZ-zN1k,Linus Tech Tips,4546,0,70236,2250242
0,LFQ3LkVF5sM,Linus Tech Tips,9947,0,109185,3274755
1,1eALWqNZh1I,Linus Tech Tips,3083,0,63722,1752028
2,6sAu7CDwLiU,Linus Tech Tips,4010,0,100036,2817105
3,hlcRV1TTKTk,Linus Tech Tips,771,0,149323,2422630
4,3GNoelvk6S4,Linus Tech Tips,9370,0,99194,2322594
5,20IHBRkAERE,Linus Tech Tips,2574,0,55979,1499375
6,KKh7n8uCby0,Linus Tech Tips,632,0,125268,3041352
7,dOyrx5HOCyY,Linus Tech Tips,1341,0,17206,798380
8,8YjMIjLLIwA,Linus Tech Tips,3780,0,55991,1756409
9,0vxvEf1coZQ,Linus Tech Tips,3581,0,86196,1977085
10,ihcGnBjUAm4,Linus Tech Tips,2459,0,49333,1227668
11,-DUWTteit-0,Linus Tech Tips,4991,0,94523,2403870
12,ugtntRVMqFo,Linus Tech Tips,2610,0,83170,2102784
13,4ozYlgOuYis,Linus Tech Tips,6848,0,137933,4306661
14,U5YOjLdfRZA,Linus Tech Tips,1985,0,19173,827738
15,H19_JKw4QN4,Linus Tech Tips,6408,0,81856,1972256
16,Rh5hL47z2us,Linus Tech Tips,4216,0,102885,1950918
17,9FaFMHqpKGY,Linus Tech Tips,8958,0,144254,3027494
18,j9RaHn9pvFQ,Linus Tech Tips,529,0,35314,716688
19,KkAiXzKOTNY,Linus Tech Tips,11025,0,117008,2663785
20,YdIhkOTh6Hg,Linus Tech Tips,681,0,74204,1286670
21,lEaPQ7YrWQg,Linus Tech Tips,4813,0,121373,3774738
22,nnOMn8yA_Ps,Linus Tech Tips,433,0,94744,2443643
23,IGgafqmq7IE,Linus Tech Tips,4560,0,73186,2072403
24,rX5z0tamnKI,Linus Tech Tips,296,0,29693,631733
25,04aNA5rLXEk,Linus Tech Tips,2837,0,21237,956859
26,tzCbydYoeKY,Linus Tech Tips,517,0,178201,3116100
27,FnwhYEUHw7k,Linus Tech Tips,4602,0,104636,2679855
28,DwDWQyBF9II,Linus Tech Tips,3321,0,73000,1572496
29,NwXAIGmwC4I,Linus Tech Tips,2997,0,78122,1806259
30,SLqx8m6KOxg,Linus Tech Tips,3564,0,64595,1992153
31,Ti8scviDiYc,Linus Tech Tips,7602,0,140081,3274222
32,ooEfsWZo4-g,Linus Tech Tips,2545,0,64442,1610027
33,td6zO4r2ogI,Linus Tech Tips,2074,0,22644,974191
34,vggHcABvNws,Linus Tech Tips,2592,0,111825,2216888
35,7H0IcioQYPk,Linus Tech Tips,2138,0,51909,1635379
36,M0Knct749io,Linus Tech Tips,3512,0,105413,2915678
37,gqEUFZgLw_Y,Linus Tech Tips,5213,0,113345,3884012
38,ZwPLhyUgm-g,Linus Tech Tips,4061,0,71576,1237598
39,v9nd4tAbz4E,Linus Tech Tips,4250,0,83088,2435559
40,RxjRyN-4VdI,Linus Tech Tips,3287,0,78467,1716199
41,qjw8ohwZ4nY,Linus Tech Tips,1680,0,15814,503917
42,ip9Yy1dz5ew,Linus Tech Tips,3594,0,119959,3151077
43,BtFdraQWVtM,Linus Tech Tips,2372,0,70745,1137745
44,e7yRd_Tk9XY,Linus Tech Tips,6175,0,105480,3000709
45,zTZuD4fVutc,Linus Tech Tips,4586,0,80555,1777192
46,u6WDvzlmtSM,Linus Tech Tips,5339,0,102783,2610226
47,bqPyokUFNpY,Linus Tech Tips,3862,0,57757,1288994
48,b_6gZHTWqko,Linus Tech Tips,372,0,27908,628666
49,QpELDE0Dd-Y,Linus Tech Tips,1198,0,15890,584557
0,d2Qna_DPxgQ,Linus Tech Tips,1904,0,195162,3861500
1,JBYHwRXmEhY,Linus Tech Tips,4462,0,93915,2056906
2,KI14TYAMJzw,Linus Tech Tips,2353,0,65759,1770044
3,jISrg3V9ubo,Linus Tech Tips,4995,0,83586,2129099
4,hirwWTJ42ck,Linus Tech Tips,4807,0,79658,1787093
5,WfFymt2QUSA,Linus Tech Tips,3451,0,79521,2380819
6,Dbjb2spwQVg,Linus Tech Tips,8332,0,83041,2513240
7,o6aXiFYn_Ys,Linus Tech Tips,1068,0,16545,648318
8,AlKQPiGFFF8,Linus Tech Tips,3647,0,89515,2346871
9,33fkmSMgOC8,Linus Tech Tips,4097,0,105814,3296047
10,GsY96xFWeN0,Linus Tech Tips,1981,0,47544,1347204
11,oH-x2Wgd-0c,Linus Tech Tips,2545,0,67839,1651378
12,enBoNuS2VjU,Linus Tech Tips,4785,0,74331,1963955
13,AG6ZBvwiyRE,Linus Tech Tips,1516,0,446562,8576499
14,wfEwvb3VAbQ,Linus Tech Tips,3136,0,103852,2375477
15,7w8G8uTOwY8,Linus Tech Tips,1336,0,14494,516311
16,kW5X4dU0gnY,Linus Tech Tips,5447,0,72044,1938010
17,HiJCziEEKGI,Linus Tech Tips,326,0,42427,1065664
18,wSy3kAHtmF8,Linus Tech Tips,5338,0,78935,2015724
19,GoAHf3axis8,Linus Tech Tips,1628,0,44899,949187
20,185VQ_d2bYU,Linus Tech Tips,3652,0,82831,2085067
21,0kCG9nmn9YI,Linus Tech Tips,377,0,79744,1904989
22,u-QzOk1qRdc,Linus Tech Tips,3318,0,49528,1246561
23,xMwPnqisdx0,Linus Tech Tips,1858,0,45368,1122298
24,ELsYC-N7hgc,Linus Tech Tips,4161,0,79375,2590411
25,oGNrrZl-8Q4,Linus Tech Tips,1821,0,21649,1060560
26,aKkVqmvs4NA,Linus Tech Tips,7918,0,110222,2650537
27,WuvmzSGlP08,Linus Tech Tips,5879,0,104115,3379574
28,VbjURh01yXo,Linus Tech Tips,6033,0,126757,3380680
29,OBjnPqyF7sM,Linus Tech Tips,3362,0,70810,1470188
30,lIxAPW0YAEU,Linus Tech Tips,8550,0,115663,2913810
31,na1hqx4Yi68,Linus Tech Tips,3650,0,66814,1802039
32,vRdZ6NvPG5I,Linus Tech Tips,2168,0,44785,1044195
33,tH4-HCpUr4s,Linus Tech Tips,2939,0,18697,942120
34,JlbNmVdwzb0,Linus Tech Tips,2027,0,61659,1455071
35,qSGsMN9UGDY,Linus Tech Tips,1631,0,53299,1537619
36,--URVsPcj80,Linus Tech Tips,4149,0,82507,2126485
37,9j-YD11LcLw,Linus Tech Tips,3019,0,72090,1961415
38,BL4DCEp7blY,Linus Tech Tips,6858,0,211760,7867965
39,RTT5k2imblA,Linus Tech Tips,5372,0,77049,2380649
40,TEygSwHWhfA,Linus Tech Tips,2660,0,19461,645736
41,MwOkp1wBlXI,Linus Tech Tips,1964,0,313651,7317609
42,O0gbfvJDsv4,Linus Tech Tips,3868,0,67390,2010332
